Name,Industry,Location,Csize,Website,Funding Stage,Funding Amount,Contact Numbers of decision-makers
Highpeak Energy,Oil & Energy,"Fort Worth,United States",11-50',https://www.highpeakenergy.com/,ipo,$225M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Sift,Internet,"San Francisco,United States",201-500',http://sift.com/,undisclosed,$156.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Electranet,Utilities,"Adelaide,Australia",201-500',https://www.electranet.com.au/,undisclosed,$766.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Mina,Information Technology And Services,"Sheffield,United Kingdom",11-50',https://www.mina.energy/,corporate funding,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Dcypher,Information Technology And Services,"Sydney,Australia",1-10',https://dcypher.com/,seed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Instant,Internet,"Sydney,Australia",11-50',https://www.instant.one/,seed,$2.2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Koneksa Health,Pharmaceuticals,"New York,United States",51-200',http://www.koneksahealth.com/,series c,$70.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Aleo,Internet,"Reno,United States",11-50',https://aleo.org/,series b,$228M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Segmentstream,Information Technology And Services,"London,United Kingdom",11-50',https://segmentstream.com/,seed,$2.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Gritwell,"Health, Wellness And Fitness","San Francisco,United States",11-50',https://www.grit-well.com/,seed,$2.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Utilidata,Utilities,"Providence,United States",11-50',http://www.utilidata.com/,series d,$55M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Iitian Chacha,Education Management,"Noida,India",1-10',https://t.me/dushyantkumar303,angel,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Learn Clue,E-learning,"Hyderabad,India",1-10',https://learnclue.com/,angel,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Life & Pursuits,"Health, Wellness And Fitness","Noida,India",1-10',https://www.lifeandpursuits.com/,angel,₹37.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Whiffle,Renewables And Environment,"Delft,Netherlands",11-50',http://www.weatherfinecasting.com/,venture funding,€3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Renalyx Health Systems,Medical Devices,"Bengaluru,India",11-50',http://renalyx.com/,venture funding,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Numa Group,Hospitality,"Berlin,Germany",51-200',https://numastays.com/,venture funding,€64.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Rogers Communications,Telecommunications,"Toronto,Canada","10,001'",http://www.rogers.com/,ipo,$750M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Residential Secure Income,Real Estate,"London,United Kingdom",1-10',http://www.resi-reit.com/,ipo,$20.3385M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Enedym,Automotive,"Hamilton,Canada",11-50',https://enedym.com/,grant,$2.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Iaraline,Textiles,Brazil,1-10',https://www.iaraline.com.br/,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Polygon Technology,Information Technology And Services,"Bengaluru,India",201-500',https://polygon.technology/,undisclosed,$450.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Ecotec Solutions,Electrical/electronic Manufacturing,United States,11-50',https://ecotecco.com/,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Green Planet Astronauts,Food & Beverages,"Helsinki,Finland",1-10',http://www.greenplanetastronauts.com/,undisclosed,$1.481779M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Third Pole,Medical Devices,"San Francisco,United States",51-200',http://www.pole3.com/,undisclosed,$53.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Red Rover,Consumer Services,"Tampa,United States",11-50',https://redrovers.com/,undisclosed,$50M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Innovative Industrial Properties,Real Estate,"San Diego,United States",11-50',http://innovativeindustrialproperties.com/,undisclosed,$517.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Columbia Care,Alternative Medicine,"New York,United States",201-500',https://col-care.com/,undisclosed,$408M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Remberg,Information Technology And Services,"Munich,Germany",11-50',https://remberg.de/,undisclosed,€13M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Colexion,Fine Art,"Dubai,United Arab Emirates",11-50',http://colexion.io/,undisclosed,$13M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Tanfac Industries,Chemicals,"Cuddalore,India",51-200',https://www.tanfac.com/,ipo,$20.068905M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Arezzo&co,Retail,"São Paulo,Brazil",1001-5000',http://arezzoco.com.br/,ipo,$158.428641M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Gol Transportes Aéreos,Airlines/aviation,Brazil,"10,001'",http://www.voegol.com.br/pt-br/paginas/default.aspx,undisclosed,$800M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Group Eleven Resources,Mining And Metals,"Vancouver,Canada",1-10',http://www.groupelevenresources.com/,ipo,$2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Volcon,Automotive,"Austin,United States",51-200',https://volcon.com/,ipo,$20M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Cognite,Information Technology And Services,Norway,501-1000',https://www.cognite.com/,undisclosed,$338.2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Canntab Therapeutics,Pharmaceuticals,"Markham,Canada",11-50',https://canntab.ca/,ipo,$1.3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Centogene,Biotechnology,"Rostock,Germany",501-1000',http://www.centogene.com/,ipo,$89.9M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Cathedra Bitcoin,Information Technology And Services,"Vancouver,Canada",1-10',https://www.cathedra.com/,ipo,$17M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Tribal Credit,Financial Services,"San Jose,United States",201-500',https://tribal.credit/,undisclosed,$143.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Blinkit,Internet,"Gurugram,India",1001-5000',https://www.blinkit.com,undisclosed,$799.1M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Upside Technologies,Computer Software,"London,United Kingdom",11-50',https://upsidetechnology.co/,equity crowdfunding,$5.545127M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Doral Renewables,Renewables And Environment,"Philadelphia,United States",11-50',https://gegrenewables.com/,corporate funding,$75M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Two,Information Technology And Services,"Boston,United States",1-10',https://two.ai/,corporate funding,$15M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Symple Surgical,Medical Devices,"Flagstaff,United States",1-10',https://www.symplesurgical.com/,grant,$399.8K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Coreform,Computer Software,"Orem,United States",11-50',https://www.coreform.com/,grant,$256.5K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Crohn,Nonprofit Organization Management,"Toronto,Canada",51-200',https://crohnsandcolitis.ca/,grant,$1M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Kognitiv,Internet,"Kitchener,Canada",201-500',http://kognitiv.com/,undisclosed,$38.2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Ryn File,Information Technology And Services,"Apopka,United States",1-10',https://rynfile.com/,undisclosed,$9K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Dingus And Zazzy,Marketing And Advertising,"Edmonton,Canada",51-200',https://www.dingusandzazzy.com/,debt funding,$1.2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Steel Brew Co,Food & Beverages,"Plymouth,United Kingdom",1-10',https://www.steelbrew.co/,debt funding,$151.513K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Nutra-med Packaging,Pharmaceuticals,United States,51-200',https://nutra-med.com/,private equity funding,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Patchmaster,Construction,United States,11-50',https://patchmaster.com/,private equity funding,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Bear Peak Power,Renewables And Environment,"Denver,United States",1-10',https://www.bearpeakpower.com/,private equity funding,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Physician Partners,Hospital & Health Care,"Ocala,United States",51-200',http://www.phypartners.com/,private equity funding,$500M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Lost Lake Games,Computer Games,"Seattle,United States",1-10',http://lostlakegames.com/,seed,$5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Reveri,"Health, Wellness And Fitness","California City,United States",1-10',https://reveri.com/,seed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Pureplus+,Consumer Goods,United States,1-10',https://pureplus.us/,seed,$1.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Casava,Insurance,"Lagos,Nigeria",11-50',http://casava.com/,seed,$4.2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Kind Kones,Food & Beverages,"Kuala Lumpur,Malaysia",11-50',http://kindkones.com/,series a,$1.859012M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Kikitrade,Internet,"Kowloon,China",11-50',https://www.kikitrade.com/,series a,$12M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Flexio,Financial Services,"Mexico City,Mexico",11-50',https://www.flexiopagos.com/,seed,$3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Epicore Biosystems,Medical Devices,"Cambridge,United States",11-50',http://www.epicorebiosystems.com/,venture funding,$9.9M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Goodloans,Financial Services,"London,United Kingdom",1-10',https://goodloans.co/,seed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Ascent Integrated Tech,Public Safety,"Champaign,United States",11-50',https://ascentitech.com/,seed,$1.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Keybe,Internet,United States,11-50',https://www.keybe.ai/,angel,$2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Benme,Information Technology And Services,"Vilnius,Lithuania",1-10',https://benme.io/,angel,$171.56K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Kisanwala,Information Technology And Services,"Hyderabad,India",11-50',https://kisanwala.com/,angel,$1M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Gupy,Computer Software,Brazil,201-500',http://gupy.io/,venture funding,$103.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Koho Financial,Financial Services,"Toronto,Canada",201-500',http://www.koho.ca/,series d,$278.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Leddartech,Automotive,"Quebec City,Canada",201-500',http://www.leddartech.com/,series d,$347.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Mntn,Marketing And Advertising,"Culver City,United States",201-500',https://mountain.com/,series d,$183.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Tttech Auto,Computer Networking,"Vienna,Austria",-,https://www.tttech-auto.com/,undisclosed,$285.80875M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
P2x Solutions,Oil & Energy,"Helsinki,Finland",1-10',https://p2x.fi/en/,undisclosed,€15M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Green Biofuels,Renewables And Environment,"London,United Kingdom",1-10',https://www.gbf.ltd/,undisclosed,$452.6K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Elegant Stitches,Design,"Pittsfield,United States",1-10',https://elegantstitchesinc.com/,undisclosed,$25K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Millicent,Financial Services,"London,United Kingdom",1-10',https://millicent.io/,grant,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Koji,Internet,"San Diego,United States",11-50',https://www.withkoji.com/,series b,$36.1M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
The Green Coffee Company,Wholesale,Colombia,1-10',https://gcc-coffee.com/,series b,$22.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Leap Services,Retail,"Chicago,United States",51-200',https://leapinc.com/,series b,$64M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Frost Giant Studios,Entertainment,"Irvine,United States",11-50',https://www.frostgiant.com/,series a,$34.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Owl Autonomous Imaging,Information Technology And Services,United States,11-50',https://www.owlai.us/,series a,$15.2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Playday,Arts And Crafts,"New York,United States",11-50',https://www.joinplayday.com/,seed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Kidsknowbest,Marketing And Advertising,"London,United Kingdom",11-50',https://www.kidsknowbest.co.uk/,seed,$3.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
The Vets,Internet,"New York,United States",51-200',https://thevets.com/,seed,$42M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Growthschool,E-learning,"Bengaluru,India",51-200',https://growthschool.io/,seed,$5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Kulinerku,Information Technology And Services,"Yogyakarta,Indonesia",1-10',https://kulinerku.id/,seed,$4K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Robomed,Mechanical Or Industrial Engineering,"Helsinki,Finland",1-10',https://robomedco.com/,seed,$98K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Quonder,E-learning,"Tel Aviv-yafo,Israel",1-10',http://www.quonder.com/,seed,$1.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Mayd,Marketing And Advertising,"Berlin,Germany",1-10',https://www.getmayd.com/,series a,$48.02025M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Etf Action,Financial Services,"Englewood,United States",1-10',https://www.etfaction.com/,venture funding,$700.7K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Oneshield Software,Insurance,"Marlborough,United States",201-500',http://www.oneshield.com/,venture funding,$58.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
